"","name","position","drill","duration","playerload_min","jumps_min","explosive_efforts_min","accelerations_min","decelerations_min","change_of_directions_min","pl_z","jumps_z","explosive_z","accel_z","decel_z","cod_z","playerload_mino","jumps_mino","explosive_efforts_mino","accelerations_mino","decelerations_mino","change_of_directions_mino"
"307","Sacha McDonald ","FWD"," Finisher",9,72.16,78.5,56.56,77.38,26.76,54.5,-0.363254078754767,0.336212268881232,0.277946326727182,-0.484722461630521,-0.841672943861484,-0.102964670628037,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"308","Sacha McDonald ","FWD"," Warm Up",8,56.6,157,12.57,56.47,14.99,11.67,-0.494010844165256,1.55909793690032,0.176452617969665,0.264972697632983,-0.972965189664759,-1.13105524149337,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"309","Sacha McDonald ","FWD"," 3v3",35,40.16,71.36,40.85,53.68,37.47,51.73,-0.897434865607499,1.47300886318277,0.0418154877231222,0.12799451449497,-0.866297840632145,0.89321065935168,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"310","Sacha McDonald ","FWD"," Long Line Passing",14,37.63,16.06,51.85,112.93,32.83,38.74,-1.7952439020562,-0.76087924188849,0.214648020168484,0.975703922720953,0.28396890503103,-0.202362019747934,"LOW","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"311","Sacha McDonald ","FWD"," 3 Feed and Shoot Drill",11,58.59,157,109.98,61.35,68.87,93.83,0.36011497665875,0.811717159657444,1.12980501886923,-0.171620143150395,0.533137160810052,1.07093883521779,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"312","Sacha McDonald ","FWD"," Defensive Technique",30,38.84,124.89,36.14,36.95,38.89,55.82,-0.654265146559596,2.0258959872041,-0.74900063596979,-0.120155940803893,-0.67481898146741,0.79813845696449,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"313","Sacha McDonald ","FWD"," End to End",10,73.6,178.41,40.85,80.86,71.36,95.64,-0.167686641173095,0.179363073595209,-0.875925841362811,-0.412433764385141,-0.546033058796171,1.05646436033993,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"314","Sacha McDonald ","FWD"," Centre Pass",12,26.81,0,14.14,23.7,30.69,22.86,-1.41945256036649,-1.32597271077644,-0.822746803574604,-0.818100055993459,-0.597631286339448,-0.86368281976307,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"315","Sacha McDonald ","FWD"," Circle Entry",13,31.45,78.5,58.13,36.95,32.83,44.87,-1.12111560036315,0.824550150548188,0.651924259022228,-0.521524336214264,-0.525730785325824,-0.157932598497571,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"316","Sacha McDonald ","FWD"," Specialist Drill",19,43.47,83.85,50.27,47.4,44.25,61.83,-0.305570306381692,2.2640203383153,0.331013817732382,0.368719383414039,0.0794509620530643,1.04882833919591,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"317","Sacha McDonald ","FWD"," Match Sim",46,84.3,105.26,86.41,76.68,84.92,98.05,0.0126664639510339,1.20568767111578,0.678087381219593,-0.221238224355105,0.21093950983474,1.41372322288437,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"318","Sacha McDonald ","FWD"," Throw In",31,60.36,48.17,37.71,42.52,35.33,46.44,-0.0189825526261405,0.885677530052387,0.0759279472322539,0.329109794974854,0.35541548636496,0.986324871915521,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
